Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R155,10K,R_0402_1005Metric,148.776549,-153.4776,-90.0,top
R156,10K,R_0402_1005Metric,149.792549,-153.4776,-90.0,top
R157,510R,R_0402_1005Metric,136.324749,-127.2356,90.0,top
R159,200K,R_0402_1005Metric,144.763349,-151.3928,-90.0,top
R160,100K,R_0402_1005Metric,133.304549,-152.1308,90.0,top
R161,200K,R_0402_1005Metric,129.324749,-127.2356,-90.0,top
R162,200K,R_0402_1005Metric,130.324749,-127.2356,-90.0,top
R163,33R,R_0402_1005Metric,120.694749,-135.59435,90.0,top
R164,200K,R_0402_1005Metric,133.304549,-154.1308,90.0,top
R165,510R,R_0402_1005Metric,128.324749,-127.2356,90.0,top
R170,100K,R_0402_1005Metric,160.255,-113.93,90.0,top
R171,100K,R_0402_1005Metric,206.53,-90.025,0.0,top
R172,100K,R_0402_1005Metric,216.8,-90.02,0.0,top
R173,200K,R_0402_1005Metric,160.255,-115.93,90.0,top
R174,200K,R_0402_1005Metric,206.53,-91.025,180.0,top
R175,200K,R_0402_1005Metric,216.8,-91.02,180.0,top
R176,10K,R_0402_1005Metric,170.55,-120.43,0.0,top
R177,10K,R_0402_1005Metric,183.92,-120.355,0.0,top
R180,200K,R_0402_1005Metric,170.55,-119.43,180.0,top
R181,200K,R_0402_1005Metric,183.92,-119.355,180.0,top
R182,100K,R_0402_1005Metric,205.1572,-102.0984,180.0,top
R183,200K,R_0402_1005Metric,205.1592,-101.0824,180.0,top
R184,100K,R_0402_1005Metric,215.2314,-102.1476,180.0,top
R185,200K,R_0402_1005Metric,215.2334,-101.1316,180.0,top
R186,200K,R_0402_1005Metric,201.9608,-103.7748,180.0,top
R187,200K,R_0402_1005Metric,177.13,-86.19,-90.0,top
R188,200K,R_0402_1005Metric,212.035,-103.824,180.0,top
R189,200K,R_0402_1005Metric,182.419053,-71.3052,0.0,top
R190,10K,R_0402_1005Metric,199.9288,-106.7232,-90.0,top
R191,10K,R_0402_1005Metric,198.9128,-106.7212,-90.0,top
R192,10K,R_0402_1005Metric,210.003,-106.7724,-90.0,top
R193,10K,R_0402_1005Metric,208.987,-106.7704,-90.0,top
R194,10K,R_0402_1005Metric,203.942,-106.7232,-90.0,top
R195,10K,R_0402_1005Metric,204.958,-106.7232,-90.0,top
R196,10K,R_0402_1005Metric,214.0162,-106.7724,-90.0,top
R197,10K,R_0402_1005Metric,215.0322,-106.7724,-90.0,top
R199,200K,R_0402_1005Metric,199.9288,-104.6384,-90.0,top
R200,200K,R_0402_1005Metric,210.003,-104.6876,-90.0,top
R201,33R,R_0402_1005Metric,173.43,-112.38,-90.0,top
R202,100K,R_0402_1005Metric,212.745,-113.005,90.0,top
R203,100K,R_0402_1005Metric,202.02,-113.055,90.0,top
R205,200K,R_0402_1005Metric,213.745,-113.005,-90.0,top
R206,200K,R_0402_1005Metric,203.02,-113.055,-90.0,top
R208,200K,R_0402_1005Metric,211.745,-113.005,-90.0,top
R209,200K,R_0402_1005Metric,201.02,-113.055,-90.0,top
R210,200K,R_0402_1005Metric,193.42,-75.03,-90.0,top
R211,200K,R_0402_1005Metric,194.42,-75.03,-90.0,top
R212,510R,R_0402_1005Metric,192.42,-75.03,90.0,top
R215,200K,R_0402_1005Metric,209.62,-75.005,-90.0,top
R216,200K,R_0402_1005Metric,210.62,-75.005,-90.0,top
R217,100K,R_0402_1005Metric,209.72,-121.4,90.0,top
R218,100K,R_0402_1005Metric,199.595,-121.425,90.0,top
R219,200K,R_0402_1005Metric,210.72,-121.4,-90.0,top
R220,200K,R_0402_1005Metric,200.595,-121.425,-90.0,top
R221,200K,R_0402_1005Metric,205.42,-121.38,-90.0,top
R223,510R,R_0402_1005Metric,208.62,-75.005,90.0,top
R225,200K,R_0402_1005Metric,201.42,-75.005,-90.0,top
R226,200K,R_0402_1005Metric,202.42,-75.005,-90.0,top
R228,510R,R_0402_1005Metric,200.42,-75.005,90.0,top
R230,10K,R_0402_1005Metric,96.735,-105.855,0.0,top
R231,10K,R_0402_1005Metric,96.735,-108.355,0.0,top
R233,100K,R_0402_1005Metric,152.53,-113.88,90.0,top
R234,100K,R_0402_1005Metric,152.79,-90.1,0.0,top
R235,200K,R_0402_1005Metric,152.53,-115.88,90.0,top
R236,200K,R_0402_1005Metric,152.79,-91.1,180.0,top
R237,10K,R_0402_1005Metric,159.8575,-94.33,0.0,top
R239,200K,R_0402_1005Metric,159.8575,-93.33,180.0,top
R240,100K,R_0402_1005Metric,152.5567,-102.19,180.0,top
R241,200K,R_0402_1005Metric,152.5587,-101.174,180.0,top
R242,200K,R_0402_1005Metric,149.3603,-103.8664,180.0,top
R243,200K,R_0402_1005Metric,123.13,-86.23,-90.0,top
R244,200K,R_0402_1005Metric,128.6675,-71.2925,0.0,top
R245,10K,R_0402_1005Metric,147.3283,-106.8148,-90.0,top
R246,10K,R_0402_1005Metric,146.3123,-106.8128,-90.0,top
R247,10K,R_0402_1005Metric,151.3415,-106.8148,-90.0,top
R248,10K,R_0402_1005Metric,152.3575,-106.8148,-90.0,top
R250,200K,R_0402_1005Metric,147.3283,-104.73,-90.0,top
R251,33R,R_0402_1005Metric,119.4575,-112.43,-90.0,top
R252,100K,R_0402_1005Metric,161.7575,-100.83,90.0,top
R254,200K,R_0402_1005Metric,162.7575,-100.83,-90.0,top
R256,200K,R_0402_1005Metric,160.7575,-100.83,-90.0,top
R257,200K,R_0402_1005Metric,139.227249,-75.13,-90.0,top
R258,200K,R_0402_1005Metric,140.227249,-75.13,-90.0,top
R259,510R,R_0402_1005Metric,138.227249,-75.13,90.0,top
R262,200K,R_0402_1005Metric,156.527249,-75.13,-90.0,top
R263,100K,R_0402_1005Metric,147.03,-116.0,90.0,top
R264,200K,R_0402_1005Metric,148.03,-116.0,-90.0,top
R266,510R,R_0402_1005Metric,154.527249,-75.13,90.0,top
R267,10K,R_0402_1005Metric,142.13,-104.48,180.0,top
R268,10K,R_0402_1005Metric,142.13,-103.49,180.0,top
R269,200K,R_0402_1005Metric,148.277249,-75.105,-90.0,top
R271,510R,R_0402_1005Metric,146.277249,-75.105,90.0,top
R272,200K,R_0402_1005Metric,111.277364,-126.8398,90.0,top
R273,200K,R_0402_1005Metric,122.267364,-116.5648,0.0,top
R274,200K,R_0402_1005Metric,142.73,-115.975176,-90.0,top
R276,1R,R_0402_1005Metric,104.095,-51.78,-90.0,top
R278,1R,R_0402_1005Metric,102.895,-51.78,-90.0,top
R285,49.9K,R_0402_1005Metric,204.4125,-152.75,90.0,top
R286,49.9K,R_0402_1005Metric,210.0125,-152.75,90.0,top
R287,49.9K,R_0402_1005Metric,204.4125,-155.85,90.0,top
R288,49.9K,R_0402_1005Metric,210.0125,-155.85,90.0,top
U1,TCA9544APWR,TSSOP-20_4.4x6.5mm_P0.65mm,101.93,-76.88,0.0,top
U2,VBQF1303,V-DFN3030-8,130.145,-43.105,0.0,top
U3,INA219AIDCNR,SOT-23-8,138.345,-44.48,0.0,top
U4,NCP45770IMN24TWG,WDFN-12-1EP_3x3mm_P0.45mm_EP1.7x2.5mm,125.77,-42.405,180.0,top
U5,AP74700QW6-7,SOT-23-6,130.12,-47.28,90.0,top
U6,VBQF1303,V-DFN3030-8,130.17,-64.1925,0.0,top
U7,MP2651GVT,TQFN30_MP2651,102.495,-57.58,0.0,top
U8,NCP45770IMN24TWG,WDFN-12-1EP_3x3mm_P0.45mm_EP1.7x2.5mm,125.795,-63.4925,180.0,top
U9,AP74700QW6-7,SOT-23-6,130.145,-68.3675,90.0,top
U10,AP63205WU-7,TSOT-23-6,130.4075,-51.23,0.0,top
U11,TPS2121RUXR,Texas_VQFN-HR-12_2x2.5mm_P0.5mm,125.395,-54.53,0.0,top
U12,AP63203WU-7,TSOT-23-6,130.4075,-57.33,0.0,top
U13,INA219AIDCNR,SOT-23-8,167.995,-38.33,180.0,top
U14,LM73100RPWR,VQFN-HR,170.295,-42.13,0.0,top
U15,TPS259474LRPWR,VQFN-HR,146.37,-41.905,180.0,top
U16,MP28167-A,QFN-16-MP28167,158.395,-50.33,0.0,top
U17,INA219AIDCNR,SOT-23-8,167.945,-56.53,180.0,top
U18,LM73100RPWR,VQFN-HR,170.245,-60.33,0.0,top
U19,TPS259474LRPWR,VQFN-HR,146.32,-60.105,180.0,top
U20,MP28167-A,QFN-16-MP28167,158.345,-68.53,0.0,top
U21,INA219AIDCNR,SOT-23-8,198.745,-38.28,180.0,top
U22,LM73100RPWR,VQFN-HR,201.045,-42.08,0.0,top
U23,TPS259474LRPWR,VQFN-HR,177.12,-41.855,180.0,top
U24,MP28167-A,QFN-16-MP28167,189.145,-50.28,0.0,top
U25,INA219AIDCNR,SOT-23-8,198.745,-56.53,180.0,top
U26,LM73100RPWR,VQFN-HR,201.045,-60.33,0.0,top
U27,TPS259474LRPWR,VQFN-HR,177.12,-60.105,180.0,top
U28,MP28167-A,QFN-16-MP28167,189.145,-68.53,0.0,top
U29,TCAN1051GVDRBRQ,DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm,181.381564,-144.8106,0.0,top
U30,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,188.581564,-129.8856,-90.0,top
U31,STM32F412RETx,LQFP-64_10x10mm_P0.5mm,166.831564,-145.8356,0.0,top
U32,TMUX1574RSVR,T-UQFN-16,192.931564,-149.9856,90.0,top
U33,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,180.406564,-129.8856,-90.0,top
U34,FXMA2102L8X,UQFN8_MICROPAK,189.477164,-152.4748,-90.0,top
U35,TMUX1574RSVR,T-UQFN-16,178.386364,-151.8808,0.0,top
U36,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,172.406564,-129.8856,-90.0,top
U37,TCAN1051GVDRBRQ,DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm,138.699749,-145.7606,0.0,top
U38,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,145.899749,-130.8356,-90.0,top
U39,STM32F412RETx,LQFP-64_10x10mm_P0.5mm,124.149749,-146.7856,0.0,top
U40,TMUX1574RSVR,T-UQFN-16,150.249749,-150.9356,90.0,top
U41,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,137.724749,-130.8356,-90.0,top
U42,FXMA2102L8X,UQFN8_MICROPAK,146.795349,-153.4248,-90.0,top
U43,TMUX1574RSVR,T-UQFN-16,135.704549,-152.8308,0.0,top
U44,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,129.724749,-130.8356,-90.0,top
U45,TCAN1051GVDRBRQ,DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm,202.71,-93.555,0.0,top
U46,TCAN1051GVDRBRQ,DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm,212.98,-93.55,0.0,top
U47,TMUX1574RSVR,T-UQFN-16,162.642964,-123.158407,0.0,top
U48,CY8C9520A,SSOP-28_5.3x10.2mm_P0.65mm,177.229053,-77.6052,0.0,top
U49,TXU0202DTTR,SOT833-1-XSON8,168.45,-119.68,0.0,top
U50,TXU0202DTTR,SOT833-1-XSON8,181.82,-119.605,0.0,top
U51,THVD1450DRBR,DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm,174.35,-119.93,0.0,top
U52,THVD1450DRBR,DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm,187.72,-119.855,0.0,top
U53,TMUX1574RSVR,T-UQFN-16,162.655,-114.63,0.0,top
U54,ESD7004MUTAG,UDFN10_ESD,84.445,-131.88,-90.0,top
U56,TMUX1574RSVR,T-UQFN-16,205.4152,-104.1812,90.0,top
U57,TMUX1574RSVR,T-UQFN-16,215.4894,-104.2304,90.0,top
U58,FXMA2102L8X,UQFN8_MICROPAK,201.9608,-106.6704,-90.0,top
U59,FXMA2102L8X,UQFN8_MICROPAK,212.035,-106.7196,-90.0,top
U60,TXU0202DTTR,SOT833-1-XSON8,210.045,-116.205,0.0,top
U61,TXU0202DTTR,SOT833-1-XSON8,199.32,-116.255,0.0,top
U62,TMUX1574RSVR,T-UQFN-16,212.845,-116.105,0.0,top
U63,TMUX1574RSVR,T-UQFN-16,202.12,-116.155,0.0,top
U64,STM32H743ZITx,LQFP-144_20x20mm_P0.5mm,182.92,-99.28,0.0,top
U65,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,193.82,-78.63,-90.0,top
U66,TXB0104RUT,T-UQFN-12,207.22,-124.38,0.0,top
U67,TXB0104RUT,T-UQFN-12,197.095,-124.405,0.0,top
U68,TMUX1574RSVR,T-UQFN-16,210.42,-124.38,0.0,top
U69,TMUX1574RSVR,T-UQFN-16,200.295,-124.405,0.0,top
U70,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,210.02,-78.605,-90.0,top
U71,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,201.82,-78.605,-90.0,top
U72,FH-00339,PI_ZERO_2_W,90.91,-125.92,0.0,top
U73,TCAN1051GVDRBRQ,DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm,148.97,-93.63,0.0,top
U74,TMUX1574RSVR,T-UQFN-16,154.917964,-123.108407,0.0,top
U75,CY8C9520A,SSOP-28_5.3x10.2mm_P0.65mm,123.4775,-77.5925,0.0,top
U76,TXU0202DTTR,SOT833-1-XSON8,157.7575,-93.58,0.0,top
U77,THVD1450DRBR,DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm,163.6575,-93.83,0.0,top
U78,TMUX1574RSVR,T-UQFN-16,154.93,-114.58,0.0,top
U80,ESD7004MUTAG,UDFN10_ESD,84.445,-143.03,-90.0,top
U81,TMUX1574RSVR,T-UQFN-16,152.8147,-104.2728,90.0,top
U82,FXMA2102L8X,UQFN8_MICROPAK,149.3603,-106.762,-90.0,top
U83,TXU0202DTTR,SOT833-1-XSON8,159.0575,-104.03,0.0,top
U84,TMUX1574RSVR,T-UQFN-16,161.8575,-103.93,0.0,top
U85,STM32H743ZITx,LQFP-144_20x20mm_P0.5mm,128.92,-99.28,0.0,top
U86,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,139.627249,-78.73,-90.0,top
U87,TXB0104RUT,T-UQFN-12,144.53,-118.98,0.0,top
U88,TMUX1574RSVR,T-UQFN-16,147.73,-118.98,0.0,top
U89,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,155.927249,-78.73,-90.0,top
U90,TPS2115ADRBR,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,147.677249,-78.705,-90.0,top
U91,CY8C9520A,SSOP-28_5.3x10.2mm_P0.65mm,117.077364,-122.8648,0.0,top
U94,TPS2553DRVR,WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm,202.1125,-152.75,180.0,top
U95,TPS2553DRVR,WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm,207.7,-152.75,180.0,top
U96,TPS2553DRVR,WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm,202.1125,-155.85,180.0,top
U97,TPS2553DRVR,WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm,207.7125,-155.85,180.0,top
Y3,CSTNE8M00G55A,Resonator_SMD_Murata_CSTxExxV-3Pin_3.0x1.1mm,165.73,-101.79,-90.0,top
Y4,CSTNE8M00G55A,Resonator_SMD_Murata_CSTxExxV-3Pin_3.0x1.1mm,111.73,-101.79,-90.0,top
